song_name,artist_name,song_id,analysis_sample_rate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,bpm,duration,time_signature,genre
Lady,Brett Young,2fSuoIlA1uTERXunbshSWh,22050,0.403,0.516,7,-7.983,1,0.0343,0.449,1.26e-05,0.0937,0.428,170.015,194.293,4,Country
The Bones,Maren Morris,7yFhA2fUsL2oIMWlw5DaHQ,22050,0.612,0.57,11,-6.642,0,0.0347,0.278,0,0.0963,0.334,77.004,197.293,4,Country
Drunk (And I Don't Wanna Go Home),Elle King,0QULNNd9z5s35entfiiXoa,22050,0.612,0.884,5,-4.4,1,0.0459,0.00516,0,0.0997,0.626,119.991,245.626,4,Country
Breaking Up Was Easy In The 90's,Sam Hunt,4sf2L157iEgAR7yrCNLgSq,22050,0.562,0.649,9,-5.4,1,0.0494,0.231,0,0.341,0.376,145.913,215.933,4,Country
Beers And Sunshine,Darius Rucker,36ISlLb12gKuCCVTYXC0gb,22050,0.57,0.645,5,-5.816,1,0.0304,0.134,0,0.147,0.677,81.084,178.279,4,Country
Better Together,Luke Combs,6gdLyYNuhWBzqwlOFSsXC7,22050,0.552,0.225,0,-11.501,1,0.0477,0.827,0,0.111,0.67,138.002,219.573,4,Country
I Hope You’re Happy Now,Carly Pearce,0Al3wN3keprGTSgG8NBwjr,22050,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,198.689,4,Country
All My Favorite People (feat. Brothers Osborne),Maren Morris,0tEPv5fuzMhtm6NM5GvQiF,22050,0.422,0.919,4,-4.0,1,0.0639,0.0327,0.000605,0.33,0.553,83.867,199.787,4,Country
Tequila Little Time,Jon Pardi,15npbUjCgwt2lRvyrJvyxw,22050,0.757,0.705,2,-5.084,1,0.0252,0.0375,5.8e-06,0.114,0.855,104.972,207.161,4,Country
Whiskey Glasses,Morgan Wallen,6foY66mWZN0pSRjZ408c00,22050,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234.347,4,Country
Heartless (feat. Morgan Wallen),Diplo,3FU6urUVsgXa6RBuV2PdRk,22050,0.765,0.556,11,-6.417,1,0.0512,0.275,0,0.0824,0.274,111.033,169.227,4,Country
One Night Standards,Ashley McBryde,47qZzTLLJcuD69AIKnquo4,22050,0.537,0.686,5,-5.022,1,0.0293,0.0287,0.00709,0.0988,0.611,78.052,190.973,4,Country
Hard To Forget,Sam Hunt,10xuH52YSXHWFwCaF1fsDd,22050,0.689,0.689,4,-5.517,1,0.045,0.23,0,0.57,0.664,130.069,204.76,4,Country
To a T,Ryan Hurd,7uEb5EauA2QnDcPQHYcxIF,22050,0.687,0.641,11,-5.814,1,0.03,0.17,0,0.111,0.663,120.036,178.813,4,Country
You Time,Scotty McCreery,3yFsyy1hw7v31NBrRJX2QM,22050,0.55,0.767,9,-6.281,1,0.0248,0.00141,3.07e-06,0.143,0.601,104.016,192.027,3,Country
She Drives Me Crazy,Brett Kissel,63UYClrH1e1B4WTmEFZbiV,22050,0.616,0.82,1,-4.427,1,0.0396,0.0213,0,0.121,0.642,115.996,183.08,4,Country
Almost Maybes,Jordan Davis,1BVzLiBS3MWmXzqcxBFJDt,22050,0.476,0.864,11,-4.025,1,0.0946,0.156,0,0.0982,0.53,180.316,179.187,4,Country
Before He Cheats,Carrie Underwood,0ZUo4YjG4saFnEJhdWp9Bt,22050,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,199.947,4,Country
Chicken Fried,Zac Brown Band,0LQtEJt7x0s6knb6RKdRYc,22050,0.566,0.713,6,-4.25,1,0.0418,0.645,0,0.114,0.805,169.861,238.147,4,Country
Need You Now,Lady A,11EX5yhxr9Ihl3IN1asrfK,22050,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,277.573,4,Country
Alright,Darius Rucker,5JlH51YDYsGj2dyEJKKjcN,22050,0.601,0.806,7,-4.579,1,0.0345,0.0527,0,0.185,0.711,89.87,231.92,4,Country
The Baby,Blake Shelton,3ABB9ZDbKhAH5iBYp4bE4x,22050,0.502,0.533,4,-6.983,1,0.0263,0.312,0,0.277,0.281,86.406,234.733,4,Country
Summertime,Kenny Chesney,3cE5ltZFHmBpiS77itKaOM,22050,0.48,0.928,4,-5.501,1,0.0899,0.169,0,0.0479,0.713,167.986,206.587,4,Country
Live Like You Were Dying,Tim McGraw,7B1QliUMZv7gSTUGAfMRRD,22050,0.416,0.546,7,-7.728,1,0.0297,0.492,0,0.0845,0.418,159.929,300.333,4,Country
Days Go By,Keith Urban,2jwaErbghhcia4JqUYWz3g,22050,0.589,0.892,2,-3.197,1,0.0365,0.0633,0,0.149,0.76,131.951,224.63,4,Country
She Won't Be Lonely Long,Clay Walker,0158TMiGmHyibaDeaUKayX,22050,0.635,0.758,7,-5.772,1,0.0243,0.00643,0,0.229,0.322,113.002,209.253,4,Country
People Are Crazy,Billy Currington,5JnLiuMgRAWoHYOhatFP3s,22050,0.651,0.699,5,-5.006,1,0.0265,0.213,0.000265,0.12,0.36,141.938,231.36,4,Country
In Color,Jamey Johnson,7CNd7rjfVt74TFlcOcnZgN,22050,0.544,0.404,3,-8.751,1,0.0354,0.391,3.98e-06,0.157,0.251,129.518,290.68,4,Country
Big Deal,LeAnn Rimes,0rzXtJ0DE4wTbSeOfBhp1F,22050,0.498,0.806,2,-5.297,1,0.0394,0.00472,0,0.127,0.677,151.781,188.267,4,Country
Mud on the Tires,Brad Paisley,4AQWKGBWTR7fVuUKxi5sKE,22050,0.445,0.744,2,-7.978,1,0.0424,0.343,6.73e-05,0.167,0.48,185.199,208.267,4,Country
The Good Stuff,Kenny Chesney,1sR3kJi14jA8Gau3a0yXAo,22050,0.612,0.62,7,-9.785,1,0.0645,0.255,0,0.129,0.502,143.78,200.44,4,Country
Austin,Blake Shelton,2WQAknZHrJAEQOFXe0F44P,22050,0.605,0.609,7,-7.063,1,0.0278,0.188,0,0.0982,0.275,119.914,230.333,4,Country
I Wanna Do It All,Terri Clark,56sAXFMfTagQGl5KOxvdxt,22050,0.626,0.886,4,-4.787,1,0.034,0.0668,0,0.118,0.782,132.905,173.333,4,Country
I Wonder,Kellie Pickler,4TWDBIZt5tJwEqyNYPCY4V,22050,0.493,0.37,1,-6.537,1,0.0299,0.731,0,0.113,0.23,123.134,237.96,4,Country
Hurt,Johnny Cash,28cnXtME493VX9NOw9cIUh,22050,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,216.533,4,Country
Independence Day,Martina McBride,1nVoLxz8C0uGgMKfywy0vf,22050,0.712,0.63,9,-6.202,1,0.0299,0.257,6.65e-05,0.0999,0.768,118.378,204.627,4,Country
Back At One,Mark Wills,72MSivvHmzBcpSvcHRyf9b,22050,0.627,0.451,11,-9.462,1,0.0275,0.174,0,0.0634,0.291,129.872,246.493,4,Country
Stayin Alive,Bee Gees,5ubvP9oKmxLUVq506fgLhk,22050,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285.373,4,Disco
September,"Earth, Wind & Fire",3kXoKlD84c6OmIcOLfrfEs,22050,0.674,0.832,9,-7.892,1,0.0308,0.146,5.06e-06,0.138,0.981,125.996,216.022,4,Disco
I Will Survive,Gloria Gaynor,7rIovIsXE6kMn629b7kDig,22050,0.77,0.775,9,-9.571,0,0.0495,0.0227,0.00262,0.297,0.802,116.935,296.107,4,Disco
Got to Be Real,Cheryl Lynn,58r4JuwHhXLAkttkaUZfLw,22050,0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,307.947,4,Disco
Don't Stop 'Til You Get Enough,Michael Jackson,46eu3SBuFCXWsPT39Yg3tJ,22050,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365.467,4,Disco
Boogie Wonderland,"Earth, Wind & Fire",6ztstiyZL6FXzh4aG46ZPD,22050,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288.293,4,Disco
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0qemIQjSxcKyf42VPfZnfa,22050,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,212.8,4,Disco
Bad Girls,Donna Summer,1ibRqifchaAfeNdQGpbRVW,22050,0.857,0.7,2,-14.506,0,0.0358,0.00387,0.0164,0.411,0.973,120.529,295.107,4,Disco
More Than A Woman,Bee Gees,2cX2coZS1PYBfPs8wgbdWE,22050,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196.213,4,Disco
Super Freak,Rick James,2dCmGcEOQrMQhMMS8Vj7Ca,22050,0.838,0.794,9,-8.245,0,0.0531,0.22,0,0.0575,0.962,132.446,205.467,4,Disco
Y.M.C.A.,Village People,4YOJFyjqh8eAcbKFfv88mV,22050,0.75,0.785,6,-10.926,1,0.0591,0.0278,0,0.0601,0.752,126.361,286.667,4,Disco
You Make Me Feel (Mighty Real),Sylvester,0RnCUYXa7jhgTXtiMXF2PQ,22050,0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,400.116,4,Disco
Funky Town (Lipps inc),sauce,5IZVsJlZgC7VuXAPgnnaUB,22050,0.414,0.315,7,-17.412,1,0.324,0.543,0,0.611,0.598,79.638,45.823,4,Disco
"Last Dance - 12"" Version",Donna Summer,4nWrCsWZzxiXX8FYHbydzl,22050,0.553,0.691,10,-10.032,1,0.0764,0.524,0.00653,0.495,0.371,124.622,490.827,4,Disco
Lady Marmalade,LaBelle,17VWTx7LD7liGlpnlGhUbn,22050,0.631,0.563,2,-12.135,0,0.0552,0.398,0,0.0733,0.947,117.963,237.12,4,Disco
Upside Down,Diana Ross,3pbtBomO4Zt5gGiqsYeiBH,22050,0.873,0.855,5,-8.559,0,0.0615,0.179,0.0285,0.0377,0.884,107.868,245.6,4,Disco
Disco Inferno,The Trammps,5jUA1njy3h6ynHLvPdEVHt,22050,0.799,0.632,10,-12.364,1,0.0332,0.0293,0.359,0.103,0.967,128.567,659.0,4,Disco
Ring My Bell,Anita Ward,7GK2KVYH8FrTC9zehmjVMd,22050,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,491.933,4,Disco
Shame,"Evelyn ""Champagne"" King",2lKRE5CbFx6J4w1ZGsfqVp,22050,0.72,0.866,11,-6.131,0,0.0543,0.0332,0.125,0.107,0.78,134.413,278.48,4,Disco
Brick House,Commodores,5VJjhHyG8NZ5xdgG6uTb3P,22050,0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877,208.893,4,Disco
Take Your Time (Do It Right),The S.O.S Band,1vL2jApEjTYUtGaBAjm2nR,22050,0.917,0.489,0,-5.417,1,0.0569,0.134,0,0.0664,0.603,118.12,209.987,4,Disco
He's the Greatest Dancer - 1995 Remaster,Sister Sledge,5WwRKYnVy9dekqXAGPbAvU,22050,0.7,0.816,7,-9.711,0,0.044,0.00115,0.00123,0.0901,0.838,113.244,375.4,4,Disco
We Are Family - 1995 Remaster,Sister Sledge,5IKLwqBQG6KU6MP2zP80Nu,22050,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,216.733,4,Disco
Celebration,Kool & The Gang,3K7Q9PHUWPTaknlbFPThn2,22050,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298.867,4,Disco
I'm Your Boogie Man,KC & The Sunshine Band,6mjlbRIgMTf2nqY0kq1rOJ,22050,0.753,0.753,5,-13.023,0,0.0436,0.0144,4.43e-05,0.0711,0.913,113.068,242.133,4,Disco
Let's Groove,"Earth, Wind & Fire",3koCCeSaVUyrRo3N2gHrd8,22050,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339.32,4,Disco
Don't Leave Me This Way,Thelma Houston,51qi5dgc9CsotM87GmRkAX,22050,0.559,0.818,0,-6.899,0,0.0514,0.285,0.00144,0.0735,0.765,121.523,342.36,4,Disco
Ain't No Stoppin' Us Now,McFadden & Whitehead,4Ymk3pqpkGx19gyxxUj5LK,22050,0.678,0.688,1,-7.83,1,0.0544,0.0611,0,0.0671,0.887,114.098,420.987,4,Disco
The Hustler (Disco Frisco Mix),Sound Accademy,0R3aeCg7ofE3SD89MNySgA,22050,0.631,0.686,2,-13.384,1,0.0574,0.0602,0.914,0.0587,0.676,124.903,344.184,4,Disco
Boogie Nights,Heatwave,4NTSDu34al733aIuUWVJHo,22050,0.629,0.615,11,-10.972,0,0.0433,0.169,7.23e-05,0.132,0.673,118.805,303.64,4,Disco
Rock with You - Single Version,Michael Jackson,7oOOI85fVQvVnK5ynNMdW7,22050,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,220.627,4,Disco
Le Freak - 2018 Remaster,CHIC,7Kszjzps0xbQXyo1pO4KfE,22050,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331.36,4,Disco
Dancing Queen,ABBA,0GjEhVFGZW8afUYGChu3Rr,22050,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,230.4,4,Disco
Heart Of Glass,Blondie,4v2rkl1mC3zVAz0nXMx9r4,22050,0.77,0.654,4,-6.108,1,0.0361,0.0539,0.00047,0.0819,0.685,114.82,229.423,4,Disco
Stayin' Alive,N-Trance,3k3QGyFyA5qrT5BLqeU1Ss,22050,0.807,0.79,6,-8.915,0,0.079,0.0267,0.000689,0.975,0.795,106.777,245.467,4,Disco
Get Down Tonight - 2004 Remaster,KC & The Sunshine Band,2qVZpGu1v98tvUAutqyAfJ,22050,0.671,0.776,10,-11.414,1,0.0282,0.137,0.00649,0.394,0.92,112.629,317.16,4,Disco
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah) - 2018 Remaster",CHIC,1gHjPSEIKmFE9M8PAV2RyQ,22050,0.831,0.616,10,-12.678,0,0.0651,0.00646,0.202,0.0776,0.761,123.138,502.24,4,Disco
Shake Your Groove Thing,Peaches & Herb,5o89Bf80t8ko3uNXJkYoVs,22050,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574,346.133,4,Disco
Play That Funky Music,Wild Cherry,5uuJruktM9fMdN9Va0DUMl,22050,0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,300.0,4,Disco
Everybody Dance - 2018 Remaster,CHIC,15ifyO8wYntwyXAptfxhKr,22050,0.722,0.66,5,-13.438,0,0.0538,0.05,0.000901,0.0907,0.906,129.727,402.693,4,Disco
Boogie Oogie Oogie - Remastered 2004,A Taste Of Honey,07NrCEN3egNvw8td2LxqJO,22050,0.791,0.569,2,-10.372,0,0.0553,0.133,0.00035,0.139,0.889,123.977,338.32,4,Disco
Dance with Me,Peter Brown,3HOgUlwPDsh0kEFnbr5EL5,22050,0.912,0.42,10,-14.798,1,0.0507,0.117,0.000717,0.0424,0.9,108.53,319.227,4,Disco
"Shake Your Body (Down to the Ground) - 7"" Version",The Jacksons,26QORAYrHVWk6Pn6ELkzvn,22050,0.796,0.72,0,-7.203,1,0.0763,0.0528,0,0.337,0.851,117.401,227.261,4,Disco
You Should Be Dancing,Bee Gees,2xiOdusRnZezQok1RgLNeS,22050,0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009,256.493,4,Disco
"I Feel Love - 12"" Version",Donna Summer,7B7lf3sIze5VR2WuYttn18,22050,0.692,0.79,5,-14.065,1,0.0416,0.074,0.711,0.101,0.96,128.13,495.187,4,Disco
Dancing Machine,The Jackson 5,0xqb2Euq1PAxKHBA36NUnx,22050,0.776,0.794,6,-7.722,1,0.0723,0.133,2.35e-05,0.689,0.845,109.277,161.813,4,Disco
That's the Way (I Like It) - 2004 Remaster,KC & The Sunshine Band,1qiQduM84A0VeH8Y2uAbqi,22050,0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674,185.107,4,Disco
Funky Stuff,Kool & The Gang,2OzOvwRQghDtL2ytTMBOJt,22050,0.738,0.844,11,-9.53,0,0.0675,0.00139,0.046,0.033,0.576,100.894,183.733,4,Disco
Disco Lady,Johnnie Taylor,1tMyqN7bNCokdg7jWgKPc8,22050,0.719,0.79,2,-8.002,1,0.0521,0.0568,0,0.0573,0.846,103.751,267.067,4,Disco
Lost in Music - 1995 Remaster,Sister Sledge,47eSFHsPDVJwssTTG62Af3,22050,0.758,0.841,0,-7.509,1,0.0319,0.0544,0.000153,0.103,0.849,114.487,287.44,4,Disco
N.Y. State of Mind,Nas,0trHOzAhNpGCsGBEu7dOJo,22050,0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,293.973,4,HipHop
Electric Relaxation,A Tribe Called Quest,32WDVNZXIAuu7EqncTTKjH,22050,0.852,0.418,11,-12.823,1,0.42,0.246,0.35,0.126,0.651,98.237,243.8,4,HipHop
Gin and Juice,Snoop Dogg,39QBkWKnap8wRSW4WB9OK0,22050,0.603,0.762,4,-7.744,0,0.285,0.0953,1.53e-05,0.478,0.379,94.726,211.867,4,HipHop
Big Poppa - 2005 Remaster,The Notorious B.I.G.,2g8HN35AnVGIk7B8yMucww,22050,0.78,0.575,9,-7.247,0,0.273,0.43,0,0.143,0.773,84.492,252.747,4,HipHop
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Wu-Tang Clan,1Sgj10byiGzPpI2IrXSFEn,22050,0.817,0.552,8,-10.8,0,0.385,0.0318,7.01e-06,0.826,0.808,102.011,291.067,4,HipHop
The Message,Nas,1AHfovSnGPVYKaahRtA0U6,22050,0.614,0.543,5,-7.178,1,0.374,0.00776,3.28e-05,0.383,0.485,178.422,234.093,4,HipHop
Can't Truss It,Public Enemy,5r5uZvXHbE4X6CdhnSATtX,22050,0.802,0.872,11,-7.651,1,0.139,0.00196,0,0.132,0.607,101.664,321.573,4,HipHop
It Was A Good Day,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA,22050,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260.0,4,HipHop
Keep Ya Head Up,2Pac,0XRbYXQUymj9SJkrr8YK5B,22050,0.598,0.732,4,-7.013,1,0.425,0.144,0,0.508,0.595,172.329,262.507,4,HipHop
Paid In Full - Seven Minutes Of Madness - The Coldcut Remix,Eric B. & Rakim,5XQPpKiBjXUI4bIenLBxci,22050,0.812,0.698,4,-8.887,0,0.126,0.00198,0.0869,0.33,0.291,98.211,429.56,4,HipHop
The Breaks,Kurtis Blow,5TvcggVu3s2P1fMAS8BupX,22050,0.91,0.576,11,-13.256,0,0.109,0.0987,0.0023,0.195,0.907,112.877,463.733,4,HipHop
Hip Hop Hooray,Naughty By Nature,1SyQ6t9RdRBK0QUCS6a797,22050,0.862,0.642,6,-13.652,0,0.101,0.102,0,0.272,0.765,99.2,267.267,4,HipHop
I Used to Love H.E.R.,Common,4TboAbE2pCUUB0fk6Q9rUU,22050,0.74,0.445,1,-13.222,1,0.397,0.074,3.4e-05,0.424,0.593,91.745,278.707,4,HipHop
The Next Episode,Dr. Dre,4LwU4Vp6od3Sb08CsP99GC,22050,0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,161.507,4,HipHop
Ms. Jackson,Outkast,0I3q5fE6wg7LIfHGngUTnV,22050,0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,94.948,270.507,4,HipHop
My Name Is,Eminem,75IN3CtuZwTHTnZvYM4qnJ,22050,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,268.4,4,HipHop
Fight The Power,Public Enemy,1yo16b3u0lptm6Cs7lx4AD,22050,0.797,0.582,2,-12.97,1,0.255,0.00484,2.04e-06,0.517,0.415,105.974,282.64,4,HipHop
Jump,Kris Kross,27AHAtAirQapVldIm4c9ZX,22050,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,195.107,4,HipHop
I Got 5 On It,Luniz,4IYKjN1DrYzxKXt0umJqsG,22050,0.6,0.706,10,-7.899,0,0.361,0.209,0,0.125,0.58,173.926,253.533,4,HipHop
You Can't Stop The Beat,Elijah Kelley,7goE6wDBvkZoeWrFm0EdCg,22050,0.52,0.944,7,-4.721,1,0.157,0.0382,0,0.141,0.725,170.484,324.707,4,HipHop
O.P.P,Naughty By Nature,1k28sDTLOz942qa3wEtMQE,22050,0.848,0.838,4,-11.949,0,0.0721,0.0326,4.89e-06,0.124,0.787,97.736,271.067,4,HipHop
Hail Mary,Makaveli,6sCtddSFg3foJn4K2pIhfQ,22050,0.696,0.636,10,-6.915,0,0.335,0.158,1.28e-05,0.338,0.358,81.593,309.8,4,HipHop
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,119c93MHjrDLJTApCVGpvx,22050,0.479,0.549,11,-10.551,0,0.373,0.57,0.0235,0.127,0.576,180.985,252.187,4,HipHop
Children's Story,Slick Rick,15HgR9Ht4obJOcMG4wregp,22050,0.904,0.577,1,-7.293,1,0.132,0.125,0,0.115,0.7,102.691,242.04,4,HipHop
The Show,Slick Rick,3h5WExszdvaFDSQoY7g1c9,22050,0.74,0.984,6,-6.05,1,0.372,0.72,2.09e-06,0.959,0.281,102.756,369.4,4,HipHop
Hard Knock Life (Ghetto Anthem),JAY-Z,5Tl0HJvynZtKdSUMKbFVVX,22050,0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,238.467,4,HipHop
Rapper's Delight,The Sugarhill Gang,7sZDbHZiuHEzS00vzCuhqS,22050,0.9,0.845,11,-7.306,0,0.257,0.465,0,0.0724,0.914,111.187,427.36,4,HipHop
B.O.B. - Bombs Over Baghdad,Outkast,3WibbMr6canxRJXhNtAvLU,22050,0.746,0.978,9,-5.324,1,0.0978,0.0555,4.11e-05,0.026,0.653,153.809,304.227,4,HipHop
The Way I Am,Eminem,23wfXwnsPZYe5A1xXRHb3J,22050,0.785,0.871,4,-2.692,0,0.265,0.144,0,0.309,0.315,87.248,290.427,4,HipHop
The Bridge Is Over,Boogie Down Productions,5jkjpSsMOfsxgdGScPZVq2,22050,0.822,0.447,0,-9.836,1,0.448,0.0173,0,0.0643,0.556,179.837,204.602,4,HipHop
Da Rockwilder,Method Man,4anqYZt4APNlFwQixpbdZR,22050,0.612,0.659,6,-6.995,0,0.406,0.0137,0,0.417,0.393,99.137,136.093,4,HipHop
Can't Tell Me Nothing,Kanye West,0mEdbdeRFQwBhN4xfyIeUM,22050,0.596,0.62,5,-6.133,0,0.039,0.0122,0,0.82,0.102,80.029,271.6,4,HipHop
Mass Appeal,Gang Starr,3lGBvPUgO7MJltUnBlOpe9,22050,0.808,0.726,10,-8.435,0,0.252,0.0208,0.276,0.129,0.616,96.12,221.027,4,HipHop
"One Mic, One Gun",Nas,7CpXFEjLntpr4GdOhTtFEv,22050,0.756,0.916,1,-2.692,1,0.207,0.0351,0,0.241,0.458,149.961,169.693,4,HipHop
Ruffneck,MC Lyte,5BC50dLe7dZKVc3gPvJRx9,22050,0.709,0.902,1,-3.392,0,0.188,0.0364,0,0.0219,0.878,204.317,237.267,4,HipHop
Grindin',Clipse,3XrvEifl0hIzgBGUa5jBLS,22050,0.592,0.77,1,-3.402,1,0.318,0.122,1.22e-06,0.103,0.361,191.692,264.76,4,HipHop
Put It On,Big L,6JI5wNWYdBw68GZjOMmgK5,22050,0.711,0.62,11,-10.174,0,0.212,0.0175,0,0.134,0.805,179.817,217.627,4,HipHop
Tha Crossroads,Bone Thugs-N-Harmony,5KSJ9k1FYjFLnIRlJT2wF8,22050,0.679,0.509,4,-7.31,1,0.0617,0.0856,0,0.438,0.534,144.29,223.547,4,HipHop
X Gon' Give It to Ya - Re-Recorded - Sped Up,DMX,1t998Cto3fa26vENs2DfnT,22050,0.792,0.842,6,-3.991,1,0.058,0.003,2.15e-05,0.0769,0.623,126.843,164.814,4,HipHop
Nas Is Like,Nas,3gY6tiCNsuVi6s8kPV6aQg,22050,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,237.027,4,HipHop
Passin' Me By,The Pharcyde,4G3dZN9o3o2X4VKwt4CLts,22050,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,303.493,4,HipHop
